id,label
8284,5
8285,2
8286,4
8287,4
8288,4
8289,5
8290,4
8291,6
8292,6
8293,4
8294,2
8295,3
8296,0
8297,6
8298,3
8299,4
8300,2
8301,4
8302,5
8303,6
8304,3
8305,6
8306,5
8307,3
8308,6
8309,3
8310,2
8311,3
8312,0
8313,6
8314,3
8315,3
8316,0
8317,3
8318,3
8319,6
8320,4
8321,4
8322,5
8323,3
8324,4
8325,0
8326,3
8327,5
8328,6
8329,4
8330,3
8331,3
8332,3
8333,3
8334,5
8335,5
8336,2
8337,3
8338,6
8339,4
8340,5
8341,0
8342,6
8343,4
8344,0
8345,5
8346,0
8347,3
8348,6
8349,3
8350,3
8351,3
8352,4
8353,6
8354,4
8355,3
8356,6
8357,5
8358,4
8359,3
8360,3
8361,5
8362,6
8363,3
8364,5
8365,6
8366,2
8367,3
8368,3
8369,3
8370,3
8371,6
8372,3
8373,0
8374,6
8375,3
8376,3
8377,3
8378,6
8379,0
8380,5
8381,6
8382,6
8383,3
8384,6
8385,4
8386,3
8387,1
8388,4
8389,2
8390,2
8391,3
8392,5
8393,4
8394,5
8395,6
8396,4
8397,4
8398,2
8399,0
8400,6
8401,2
8402,5
8403,6
8404,4
8405,3
8406,4
8407,0
8408,6
8409,3
8410,2
8411,0
8412,0
8413,6
8414,0
8415,4
8416,4
8417,4
8418,5
8419,4
8420,0
8421,0
8422,3
8423,6
8424,5
8425,6
8426,3
8427,6
8428,4
8429,6
8430,4
8431,6
8432,4
8433,3
8434,0
8435,2
8436,2
8437,3
8438,0
8439,4
8440,3
8441,5
8442,1
8443,2
8444,3
8445,5
8446,4
8447,6
8448,5
8449,3
8450,3
8451,3
8452,0
8453,1
8454,5
8455,4
8456,2
8457,4
8458,3
8459,0
8460,3
8461,5
8462,6
8463,4
8464,3
8465,2
8466,2
8467,4
8468,4
8469,2
8470,5
8471,6
8472,4
8473,0
8474,3
8475,6
8476,0
8477,3
8478,6
8479,3
8480,0
8481,5
8482,6
8483,0
8484,5
8485,5
8486,3
8487,3
8488,0
8489,3
8490,6
8491,4
8492,6
8493,0
8494,6
8495,3
8496,3
8497,6
8498,5
8499,3
8500,2
8501,3
8502,3
8503,3
8504,6
8505,4
8506,6
8507,3
8508,3
8509,6
8510,3
8511,3
8512,2
8513,3
8514,6
8515,0
8516,6
8517,2
8518,6
8519,3
8520,4
8521,4
8522,3
8523,0
8524,3
8525,3
8526,4
8527,3
8528,4
8529,0
8530,6
8531,0
8532,0
8533,3
8534,4
8535,3
8536,2
8537,3
8538,0
8539,3
8540,3
8541,3
8542,6
8543,0
8544,3
8545,6
8546,3
8547,3
8548,5
8549,3
8550,6
8551,4
8552,3
8553,3
8554,5
8555,6
8556,0
8557,6
8558,3
8559,5
8560,3
8561,2
8562,6
8563,0
8564,3
8565,4
8566,4
8567,3
8568,6
8569,3
8570,2
8571,2
8572,5
8573,3
8574,2
8575,3
8576,3
8577,3
8578,5
8579,2
8580,0
8581,6
8582,0
8583,4
8584,5
8585,6
8586,6
8587,4
8588,3
8589,0
8590,5
8591,6
8592,0
8593,5
8594,2
8595,3
8596,3
8597,3
8598,5
8599,3
8600,6
8601,2
8602,4
8603,4
8604,3
8605,0
8606,2
8607,6
8608,0
8609,4
8610,3
8611,3
8612,4
8613,3
8614,6
8615,3
8616,5
8617,5
8618,5
8619,4
8620,4
8621,5
8622,6
8623,5
8624,4
8625,5
8626,3
8627,5
8628,6
8629,0
8630,5
8631,6
8632,3
8633,3
8634,3
8635,2
8636,5
8637,3
8638,4
8639,3
8640,3
8641,4
8642,5
8643,3
8644,6
8645,0
8646,6
8647,4
8648,3
8649,3
8650,0
8651,3
8652,3
8653,3
8654,6
8655,0
8656,4
8657,3
8658,0
8659,3
8660,4
8661,3
8662,3
8663,6
8664,4
8665,6
8666,5
8667,0
8668,3
8669,0
8670,3
8671,0
8672,4
8673,6
8674,5
8675,3
8676,0
8677,0
8678,6
8679,3
8680,3
8681,4
8682,3
8683,6
8684,2
8685,4
8686,6
8687,6
8688,2
8689,6
8690,3
8691,0
8692,6
8693,4
8694,3
8695,6
8696,3
8697,6
8698,5
8699,4
8700,6
8701,0
8702,0
8703,6
8704,6
8705,4
8706,3
8707,4
8708,4
8709,5
8710,0
8711,6
8712,6
8713,5
8714,3
8715,4
8716,3
8717,0
8718,6
8719,6
8720,3
8721,6
8722,3
8723,3
8724,2
8725,4
8726,2
8727,4
8728,5
8729,3
8730,3
8731,4
8732,4
8733,6
8734,4
8735,6
8736,6
8737,6
8738,6
8739,3
8740,4
8741,6
8742,6
8743,6
8744,3
8745,4
8746,3
8747,4
8748,6
8749,5
8750,3
8751,3
8752,3
8753,0
8754,4
8755,2
8756,5
8757,6
8758,3
8759,0
8760,2
8761,3
8762,6
8763,0
8764,3
8765,3
8766,3
8767,4
8768,2
8769,4
8770,3
8771,4
8772,5
8773,4
8774,3
8775,4
8776,3
8777,2
8778,0
8779,4
8780,3
8781,4
8782,0
8783,0
8784,6
8785,6
8786,6
8787,3
8788,5
8789,3
8790,2
8791,3
8792,2
8793,3
8794,0
8795,0
8796,5
8797,4
8798,3
8799,3
8800,6
8801,3
8802,3
8803,3
8804,6
8805,4
8806,3
8807,3
8808,2
8809,5
8810,2
8811,5
8812,4
8813,4
8814,6
8815,5
8816,4
8817,3
8818,4
8819,2
8820,3
8821,4
8822,3
8823,3
8824,5
8825,3
8826,6
8827,3
8828,6
8829,0
8830,4
8831,3
8832,0
8833,6
8834,0
8835,0
8836,3
8837,6
8838,0
8839,6
8840,3
8841,3
8842,3
8843,3
8844,4
8845,3
8846,5
8847,3
8848,5
8849,6
8850,3
8851,0
8852,5
8853,3
8854,0
8855,2
8856,6
8857,4
8858,0
8859,5
8860,4
8861,0
8862,5
8863,3
8864,3
8865,3
8866,3
8867,5
8868,4
8869,6
8870,3
8871,2
8872,3
8873,6
8874,2
8875,3
8876,4
8877,0
8878,5
8879,3
8880,3
8881,2
8882,0
8883,5
8884,4
8885,3
8886,3
8887,3
8888,5
8889,4
8890,6
8891,0
8892,6
8893,4
8894,3
8895,3
8896,0
8897,5
8898,4
8899,0
8900,3
8901,4
8902,3
8903,3
8904,4
8905,3
8906,2
8907,0
8908,5
8909,2
8910,6
8911,6
8912,6
8913,5
8914,3
8915,3
8916,3
8917,0
8918,6
8919,2
8920,1
8921,6
8922,0
8923,3
8924,6
8925,3
8926,2
8927,6
8928,3
8929,4
8930,3
8931,2
8932,5
8933,3
8934,0
8935,5
8936,6
8937,6
8938,6
8939,5
8940,5
8941,4
8942,4
8943,6
8944,6
8945,6
8946,4
8947,0
8948,5
8949,4
8950,3
8951,0
8952,6
8953,6
8954,3
8955,4
8956,2
8957,4
8958,3
8959,3
8960,3
8961,2
8962,2
8963,6
8964,2
8965,3
8966,3
8967,6
8968,4
8969,0
8970,5
8971,4
8972,5
8973,2
8974,4
8975,6
8976,0
8977,3
8978,6
8979,2
8980,0
8981,0
8982,5
8983,4
8984,4
8985,1
8986,3
8987,6
8988,3
8989,3
8990,5
8991,2
8992,6
8993,2
8994,4
8995,6
8996,4
8997,2
8998,6
8999,6
9000,2
9001,4
9002,3
9003,2
9004,4
9005,3
9006,6
9007,6
9008,4
9009,4
9010,6
9011,0
9012,2
9013,6
9014,0
9015,0
9016,3
9017,2
9018,4
9019,3
9020,3
9021,2
9022,4
9023,3
9024,4
9025,6
9026,5
9027,5
9028,2
9029,3
9030,6
9031,3
9032,6
9033,1
9034,0
9035,4
9036,4
9037,3
9038,4
9039,6
9040,4
9041,6
9042,0
9043,4
9044,4
9045,3
9046,0
9047,4
9048,2
9049,6
9050,6
9051,2
9052,3
9053,6
9054,3
9055,3
9056,0
9057,1
9058,6
9059,3
9060,3
9061,3
9062,6
9063,5
9064,3
9065,6
9066,4
9067,6
9068,6
9069,2
9070,3
9071,6
9072,4
9073,2
9074,4
9075,2
9076,4
9077,3
9078,0
9079,3
9080,4
9081,6
9082,2
9083,3
9084,6
9085,3
9086,5
9087,3
9088,4
9089,5
9090,0
9091,6
9092,4
9093,6
9094,3
9095,3
9096,5
9097,6
9098,3
9099,6
9100,4
9101,6
9102,3
9103,5
9104,2
9105,3
9106,5
9107,6
9108,6
9109,3
9110,5
9111,0
9112,4
9113,3
9114,5
9115,4
9116,3
9117,3
9118,2
9119,3
9120,6
9121,5
9122,6
9123,6
9124,3
9125,0
9126,6
9127,3
9128,0
9129,0
9130,0
9131,3
9132,5
9133,3
9134,3
9135,4
9136,6
9137,3
9138,6
9139,4
9140,6
9141,0
9142,3
9143,3
9144,2
9145,4
9146,4
9147,0
9148,6
9149,3
9150,4
9151,2
9152,4
9153,6
9154,2
9155,6
9156,5
9157,3
9158,0
9159,5
9160,3
9161,4
9162,2
9163,3
9164,3
9165,3
9166,2
9167,6
9168,6
9169,2
9170,4
9171,6
9172,4
9173,0
9174,5
9175,4
9176,4
9177,2
9178,4
9179,3
9180,3
9181,3
9182,6
9183,4
9184,3
9185,4
9186,5
9187,3
9188,6
9189,5
9190,3
9191,5
9192,5
9193,4
9194,4
9195,4
9196,6
9197,3
9198,6
9199,2
9200,3
9201,5
9202,5
9203,4
9204,3
9205,1
9206,5
9207,3
9208,4
9209,3
9210,2
9211,6
9212,3
9213,4
9214,0
9215,5
9216,4
9217,3
9218,3
9219,4
9220,5
9221,4
9222,6
9223,0
9224,6
9225,5
9226,5
9227,3
9228,0
9229,5
9230,5
9231,3
9232,4
9233,4
9234,2
9235,1
9236,3
9237,3
9238,5
9239,4
9240,3
9241,6
9242,4
9243,0
9244,5
9245,2
9246,3
9247,6
9248,3
9249,6
9250,6
9251,6
9252,4
9253,3
9254,0
9255,5
9256,3
9257,6
9258,4
9259,3
9260,0
9261,2
9262,6
9263,3
9264,4
9265,5
9266,0
9267,4
9268,6
9269,4
9270,5
9271,5
9272,3
9273,2
9274,5
9275,3
9276,4
9277,6
9278,3
9279,4
9280,3
9281,3
9282,3
9283,6
9284,2
9285,5
9286,3
9287,3
9288,4
9289,3
9290,4
9291,3
9292,2
9293,6
9294,4
9295,5
9296,0
9297,5
9298,3
9299,4
9300,3
9301,4
9302,4
9303,3
9304,3
9305,6
9306,4
9307,6
9308,3
9309,3
9310,6
9311,4
9312,4
9313,4
9314,3
9315,0
9316,4
9317,2
9318,3
9319,5
9320,2
9321,6
9322,3
9323,6
9324,6
9325,3
9326,0
9327,3
9328,0
9329,0
9330,4
9331,0
9332,3
9333,2
9334,3
9335,4
9336,0
9337,3
9338,0
9339,4
9340,5
9341,0
9342,3
9343,4
9344,3
9345,3
9346,5
9347,4
9348,6
9349,0
9350,4
9351,6
9352,6
9353,4
9354,0
9355,6
9356,0
9357,6
9358,4
9359,4
9360,5
9361,5
9362,5
9363,5
9364,2
9365,5
9366,0
9367,5
9368,5
9369,6
9370,3
9371,3
9372,6
9373,4
9374,6
9375,0
9376,6
9377,3
9378,6
9379,6
9380,3
9381,4
9382,2
9383,3
9384,3
9385,4
9386,4
9387,5
9388,5
9389,6
9390,3
9391,0
9392,3
9393,3
9394,3
9395,3
9396,2
9397,5
9398,5
9399,5
9400,0
9401,3
9402,6
9403,5
9404,3
9405,3
9406,3
9407,3
9408,6
9409,2
9410,6
9411,3
9412,4
9413,2
9414,4
9415,5
9416,4
9417,4
9418,0
9419,4
9420,6
9421,4
9422,0
9423,0
9424,6
9425,3
9426,3
9427,0
9428,5
9429,2
9430,4
9431,5
9432,1
9433,4
9434,3
9435,6
9436,3
9437,6
9438,2
9439,6
9440,3
9441,2
9442,3
9443,3
9444,6
9445,4
9446,3
9447,6
9448,5
9449,4
9450,6
9451,3
9452,0
9453,0
9454,1
9455,5
9456,0
9457,3
9458,2
9459,3
9460,5
9461,0
9462,2
9463,4
9464,3
9465,2
9466,3
9467,0
9468,3
9469,4
9470,4
9471,3
9472,6
9473,0
9474,0
9475,6
9476,6
9477,5
9478,4
9479,0
9480,3
9481,6
9482,0
9483,3
9484,6
9485,3
9486,4
9487,4
9488,3
9489,4
9490,5
9491,3
9492,2
9493,5
9494,0
9495,6
9496,6
9497,6
9498,3
9499,4
9500,6
9501,4
9502,6
9503,0
9504,3
9505,0
9506,2
9507,5
9508,3
9509,0
9510,2
9511,2
9512,0
9513,2
9514,4
9515,4
9516,6
9517,4
9518,4
9519,6
9520,3
9521,4
9522,0
9523,4
9524,0
9525,0
9526,3
9527,0
9528,6
9529,3
9530,3
9531,6
9532,2
9533,6
9534,4
9535,3
9536,2
9537,3
9538,2
9539,3
9540,3
9541,6
9542,6
9543,2
9544,3
9545,5
9546,2
9547,6
9548,6
9549,6
9550,4
9551,6
9552,5
9553,5
9554,6
9555,3
9556,0
9557,6
9558,6
9559,0
9560,0
9561,3
9562,3
9563,3
9564,3
9565,5
9566,5
9567,0
9568,4
9569,4
9570,3
9571,3
9572,6
9573,3
9574,3
9575,2
9576,5
9577,3
9578,6
9579,0
9580,3
9581,0
9582,4
9583,0
9584,3
9585,6
9586,3
9587,0
9588,4
9589,2
9590,3
9591,6
9592,4
9593,5
9594,5
9595,4
9596,5
9597,0
9598,6
9599,3
9600,5
9601,3
9602,2
9603,4
9604,5
9605,2
9606,3
9607,3
9608,2
9609,6
9610,2
9611,4
9612,4
9613,3
9614,4
9615,4
9616,0
9617,0
9618,6
9619,6
9620,0
9621,3
9622,0
9623,3
9624,6
9625,3
9626,6
9627,0
9628,3
9629,5
9630,6
9631,4
9632,3
9633,4
9634,3
9635,3
9636,6
9637,0
9638,3
9639,3
9640,6
9641,3
9642,4
9643,4
9644,3
9645,3
9646,4
9647,3
9648,5
9649,3
9650,6
9651,2
9652,6
9653,3
9654,6
9655,3
9656,6
9657,3
9658,3
9659,3
9660,0
9661,5
9662,4
9663,6
9664,2
9665,5
9666,3
9667,4
9668,0
9669,0
9670,5
9671,5
9672,5
9673,4
9674,3
9675,0
9676,6
9677,5
9678,2
9679,5
9680,3
9681,3
9682,4
9683,4
9684,3
9685,6
9686,2
9687,3
9688,3
9689,4
9690,3
9691,6
9692,6
9693,6
9694,4
9695,3
9696,3
9697,6
9698,4
9699,3
9700,3
9701,3
9702,6
9703,4
9704,4
9705,2
9706,6
9707,6
9708,6
9709,6
9710,3
9711,4
9712,0
9713,0
9714,6
9715,4
9716,0
9717,0
9718,4
9719,3
9720,6
9721,3
9722,3
9723,5
9724,2
9725,6
9726,5
9727,0
9728,6
9729,4
9730,5
9731,4
9732,4
9733,6
9734,3
9735,2
9736,6
9737,0
9738,6
9739,3
9740,6
9741,4
9742,3
9743,2
9744,6
9745,3
9746,3
9747,4
9748,4
9749,3
9750,3
9751,0
9752,0
9753,5
9754,4
9755,6
9756,4
9757,5
9758,5
9759,6
9760,4
9761,3
9762,4
9763,4
9764,2
9765,4
9766,4
9767,6
9768,3
9769,6
9770,4
9771,3
9772,4
9773,2
9774,3
9775,4
9776,6
9777,5
9778,3
9779,0
9780,4
9781,4
9782,0
9783,5
9784,5
9785,3
9786,3
9787,0
9788,4
9789,3
9790,3
9791,6
9792,6
9793,3
9794,6
9795,6
9796,5
9797,4
